,review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,product_name
55,R20FGQD5MQDMP5,B09PYVXXW5,4.0 out of 5 stars It works.,Ziggy3339,4,"It isn’t my favorite but it DOES WORK fine. I read at night on my iPad with only a candle in bed next to my husband. He can’t hear the audio book. I’m glad for that. I wanted something I could fall asleep with in my ear but this tends to be difficult for me to insert in low light & I’ve had it fall out. That said, it may very well be my EARS shaped in a way that cause this!","Reviewed in the United States May 19, 2024",AEBXJRP4COCKP22LPKUDVCQ7JKVQ,1,0,Color: White,1MORE ComfoBuds Mini
56,R9COQUGRFW18X,B09PYVXXW5,4.0 out of 5 stars Common issues people experiene are easily fixed and avoidable,Evan Reeves-Fortney,4,"These are really great earbuds, especially for their size.There are common issues that people run into, which have them replacing the buds using the warranty over and over again before giving up and saying the earbuds seem to suffer from poor quality control or cheap components which fail after a few weeks or months.These issues are a high pitch squeaking noise, and very low volume or no sound. These issues can occur in one side only, or both sides.All you have to do is clean the metal mesh, it's become clogged with your earwax. Trust me, I guarantee that is what the problem is. You have to unclog all the little holes, I used a bristle from a brush which was thin enough to fit. The holes are very tiny.You might start to have volume issues with an earbud not being as loud as the other. It's the holes getting clogged. Once they're all clogged up, you won't be able to hear anything except a very quiet, constant, white noise.The screeching noise occurs when trying to use active noise canceling, while the metal screen is clogged. Don't ask me why, I'm not an expert, but for some reason that's what happens when the mesh is plugged up and you switch to ANC mode. The problem will be completely fixed once you clear out all those tiny holes.Tons of people report these issues occurring after about a month of use, and exchanging them only to run into similar issues with the new pair. It's not the earbuds, it's you. You've got gunk in your ears. You can prevent running into these problems by making sure your ears are clean before using them, cleaning off any earwax after you take them out and before putting them back in the case, and making sure the part of the case where the buds go is clean as well. If you do those three things, you won't end up with clogged up earbuds.","Reviewed in the United States March 16, 2023",AH6X7EA35R6X7XADWWTFB5334ACA,1,30,Color: Black,1MORE ComfoBuds Mini
57,R36NPUM9PYAAWA,B09PYVXXW5,4.0 out of 5 stars Extremely comfortable,Brandon,4,"The name checks out, these are the most comfortable earbuds i have by far. As someone who likes to lay on my side while watching shows, these are perfect since you cannot feel them. The ONLY issue is that the sound profile can be changed by doing a multistep test but cannot simply be toggled to different EQs. There is no reason for them to complicate changing the EQ like this and for that reason they get 4 stars. Please change this.","Reviewed in the United States April 21, 2024",AFBMXHYRSYCTDJPGTIX556DB6ITA,1,0,Color: Black,1MORE ComfoBuds Mini
58,R252QHF3ELMN20,B09PYVXXW5,3.0 out of 5 stars I wanted to love these so much!,Domcalli,3,"I love the buds and the thought put into the app, but the instability and lack of customization of the app and missing key features/functionality is what killed it for me. I had to return the earbuds. I hope they improve enough in the future that I can invest in them again without these issues.Bluetooth 5.2: Great connection and distance, but in order to connect to different devices you have to go into the device your connected to and disconnect before the other device can connect. My older Bluetooth headphones can release the connection when the new device wants to connect without having to go into the settings like that. (Why no multipoint if they have 5.2?)Also, one bud would randomly disconnect and reconnect occasionally.Call quality is definitely not great, while people said the could hear me fine, the also would say ""what?"" pretty frequently and on my end they sounded so shrill and tinny it was super unpleasant.Noise cancellation was actually really good to me, and the transparency mode was so good it almost felt like I didn't have anything in my ears at all.For dinner reason you can't use transparency mode when only one bud is in. It has to be both buds or not at all.The app crashed frequently. I wish they would allow for more touch control customization. I understand why they chose not to have single tap on these buds but the option would have been nice.Sound quality was awesome for my music, but it didn't carry over to videos and podcasts very well, so having multiple sound profiles would have been nice.The tips suck, not comfortable at all. I bought some spinfits that made a world of difference but it couldn't make up for all the other faults. I really wanted these to work because the sound quality and small size are so good, but I couldn't get past the other faults enough to keep them.I hope they make these improvements in the future. It is mostly software and firmware fixes, I would definitely get these again if they were more stable and customizable.","Reviewed in the United States June 24, 2022",AH4CDS32MVL5VXXWXVBOJ5KKGYTA,1,6,Color: Red,1MORE ComfoBuds Mini
59,R3H14FR01F7EJW,B09PYVXXW5,2.0 out of 5 stars Not great,Ben,2,"I will start by saying this is my first review on Amazon but I was so disappointed I felt I had to put the word out. While not an expensive earbud option I did expect more for the money. As far as the good I would say they aesthetically nice looking and are very compact. I guess they are as “discreet” as they can be while not being a skin colored piece of plastic in your ear. Sound quality is fine and battery life is decent. Okay, now for the bad. Unlike basically any other earbud, putting the earbuds in the case and closing it does not seem to be an “off switch.” The vast majority of the time they would reconnect while not in use and drain the battery/not charge. Occasionally they would connect to my phone while driving and then I would have to disconnect them and reconnect my phone to car to continue to use my phone to stream to my car audio. They would often just stop while in use with my phone if I got a phone call. I would have to disconnect put in case then take from case to reconnect. Occasionally the listening mode would change on its own from ANC to standard. Overall just bad software/hardware. I only used these for two months and some change and have already replaced them with a superior option for less cash. Do some research and there are many options that are cheaper to slightly more expensive that will be a much better option for you.","Reviewed in the United States April 11, 2024",AECFIPA5UNAVXVHCUVHCKFVBHSDA,1,0,Color: Black,1MORE ComfoBuds Mini
60,R1XPXE1L50L7EG,B09PYVXXW5,3.0 out of 5 stars Best earbuds... for the 2 weeks they worked,Phoenix,3,"Like the title says, these were the best earbuds ever at first, super comfortable and cute, I could even wear them while laying on my side, the sound and noise canceling were fine, no connection problems, incredible. Then about 2 weeks in the right earbud stopped working properly; they still charged and turned on, but barely any sound came out. I have had over a dozen pairs of wireless earbuds (I currently have 4 that I use regularly) ranging from the cheapest budget pairs to the most expensive Samsung ones, and never have I had a pair break so quickly. I have much cheaper pairs I've used far more and still work fine, but I only used these like 3 or 4 times before they stopped working properly. I really hope they update these and fix whatever the issue is since I've seen other people talk about this, and these were literally the best headphones for the very few uses I got. I would sacrifice some of the audio quality and battery life if they could just make them last","Reviewed in the United States November 30, 2023",AFV6YAGI3KBPH6GBXLDHNF7WF4NQ,1,2,Color: Red,1MORE ComfoBuds Mini
61,R3C8RUPVLCW9AB,B09PYVXXW5,5.0 out of 5 stars Size: GREAT! Sound: OKAY!,Poggers Mcloggers,5,"If you want tiny earbuds that sound good enough, get these now!I had the problem that no ear buds would fit me because of the weird shape of my ears, but because these are so small, these are absolutely fine.Now these are some petty dislikes that i have:The mic peaks when there is a big pressure change such as opening or closing your car door too fast.The app has no EQThe app has little functionality and the personalised sound is trashThere's not a lot of subbass/bass but it's acceptable and you'll hear itBass heads will be disappointedOnly as loud as earbuds can get so dont expect to get a headphone level of volume from theseTouch controls are pretty badNothing is perfect.Now for the petty likes:Case is SUPER smallNoise cancelling is prety good for 80 bucksYou can use them for working out bcuz they literally weigh nothingWireless chargingSounds actually good despite sizeFot those who need it(me), all the cons won't matter","Reviewed in the United States February 21, 2024",AHE7LXGKBUGR25S7RV6BI3VMPEQA,1,0,Color: Red,1MORE ComfoBuds Mini
62,R1E1DJHFZYD9TW,B09PYVXXW5,"4.0 out of 5 stars Fantastic product, one minor gripe",StLouisAudioPhile,4,"I love how small these things are. They fit snugly in my ears and sound absolutely fantastic. The noise cancellation function is nice but not perfect; it's enough for most use cases but if you want complete and total silence, I might look elsewhere.The app is easy to use and convenient, the tap response is very smooth and useful, and the connection is very strong. I'm getting about 5 hours of use per charge, which is nothing to scoff at. The charging case is fairly small. I'm getting a Qi charging pad today so I'll update this review to let you all know whether it's compatible or not.My only complaint is a minor one: the silicon tips that come with these are trash. The driver and tip came apart almost immediately, and for the life of me I can't get them to fit comfortably or stay together. I got some new foam tips which are far better, but the case needs the earbuds to fit very snugly so they won't charge with other tips on. This isn't a deal breaker for me because the pros far outweigh the cons, but it's important enough to document here.","Reviewed in the United States March 12, 2023",AHSHV43OVBBVOEH7ZAOAC5RGXTAA,1,5,Color: Black,1MORE ComfoBuds Mini
63,R3KRJG9SCDCC01,B09PYVXXW5,4.0 out of 5 stars Almost perfect!,james crippen,4,"Very comfortable could wear all day and great battery life for the size. It has impressive sound from such a small package, can get loud enough to drown out background noise with anc on.The two things that prevent this from being perfect are:One, there is no touch controls that I have found to allow you to control the volume. This is a big deal as I use ear buds to listen to tv at night and I'm unable to use these as the volume is always maxed out with no way to lower..Two, you have to use the case to pair to different devices. This makes it difficult to swap connections, I typically switch between a computer, phone, and tv throughout my normal day. With other earbuds I'm able to put them into pairing mode and easily connect to whatever device I'm using without taking them out or using the case.If they could fix these two issues, these would be the only buds I would use, but I do have to switch to one ov my other sets for tv watching do to the volume control.","Reviewed in the United States March 18, 2023",AGWODMFAPF4W6NOBG6LMLCW2XCAA,1,5,Color: Black,1MORE ComfoBuds Mini
64,R2VFF8K2DZCW5S,B09PYVXXW5,4.0 out of 5 stars Good customer service....Great while they last 3rd pair just died,Kindle Customer,4,"UPDATE: the company saw my review and reached out to give me a refund since the product died. So added 2 stars for customer service.So I have small sensitive ears and these are the most comfortable earbuds with ANC I have found. But my 3rd pair died in less than a year. 1st time got replacement via warranty and those also died. 3rd pair just bought on sale and again in 6 months right ear is broken, makes a loud squealing noise and then nothing. App shows its connected and charged. So unfortunately I wont be buying them again.","Reviewed in the United States November 10, 2023",AF3LL2OOGU3KMNNIFJFS5WPJ7TYA,1,1,Color: White,1MORE ComfoBuds Mini
65,R2J00QXBAYM6W9,B09PYVXXW5,2.0 out of 5 stars Dissapointing,J. Gracia,2,"The only good thing about this earbud is it's size. I can wear a bandana over my ears and no one can't tell I have earbuds as they don't stick out at all. Others claim they're small but they still stick out. I would say everything else is poor and my biggest complain is the lack of quality control. I started getting problems with the earbuds cutting off and sometimes they will get out of sync, which putting them back and pressing the case button three times seemed to fix it it was super annoyning...imagine having soapy hands or just busy and can't take them off right away while you got a mess of sound in your ears, it has lattency when you watch videos too. None of this ever happened with my jaybird vista for the 3 years I had them.Also I noticed that the left earbud led light was not aligned with the orifice like it should, so definetely a quality control issue. When I reset the earbuds the lights on the earbuds flicker but at different rates which lets me to believe something isn't right. Again the left one is flickering randomly faster than the right one. I watched do this for a while and could not identify the pattern...almost as they would somehow try to sync and stop and start over endlessly with no success. I'm gonna be testing them more for the next couple of days of the start acting up again I will return and ask for my refund.","Reviewed in the United States December 7, 2023",AFSGE2U2I3RTCI5T7JBTXQVHLQ7A,1,0,Color: Black,1MORE ComfoBuds Mini
66,RCJ327BDUJ42,B09PYVXXW5,4.0 out of 5 stars Well named earbuds,KLS,4,"Very comfortable earbuds. They are comfortable to the point that it's easy to forget you are wearing them. These would rate a 5 star except that I bought the regular Comfobuds Pro last year and the minis are not the equivalent in any sense. There are fewer options for touch control, the sound quality and the ANC is not close to being as good as the Pro buds. They are more comfortable and the touch pad is more responsive, however. I have had difficulty getting the Minis to connect with my MacBook air while the Pros connect perfectly. Both connect with my iPhone 12 effortlessly, just not at the same time. If I were to only buy one pair of these, it would be the Comfobuds Pro, hands down. Still, both are really nice (especially with the ANC). The Minis are close but fall a bit short in all cases, including price.","Reviewed in the United States January 4, 2023",AE2IHN6YM7JJJ6WELY6JYHJVWLRQ,1,2,Color: Red,1MORE ComfoBuds Mini
67,R20ZKQQMWQG221,B09PYVXXW5,4.0 out of 5 stars Left side gave up under 2 months,nathan,4,"I am frequently shopping for the perfect iem that suite my specific needs. They need to be durable enough to survive my heavy usage, be shallow and ergonomic enough to be comfortable while sleeping on my side and fit under a motorcycle helmet, have noise cancelling to mitigate wind noise, and sound decent enough to be worth even using.Well these fit the bill for all categories, all for durability apparently. I was very happy with my purchase until a couple of days ago the left side started getting progressively quieter, I tried cleaning them (which I did frequently), unpairing them and making sure the charging contacts where working and even reinstalling the app but no luck. On to the next pair I guess.Edit: I got a full refund, cant complain much","Reviewed in the United States May 27, 2023",AFHC6NBFSUPVGBXVJK4VXYZTUM4A,1,4,Color: Black,1MORE ComfoBuds Mini
